finalWorth,age,cpi_change_country,gdp_country,total_tax_rate_country,population_country,selfMade
1500,61,2.9,1.991E+13,59.2,1397715000,TRUE
1500,,2.9,1.991E+13,59.2,1397715000,TRUE
1500,43,2.9,1.991E+13,59.2,1397715000,TRUE
1500,,2.9,1.991E+13,59.2,1397715000,TRUE
1500,66,2.9,1.991E+13,59.2,1397715000,TRUE
1400,83,1,2.68761E+11,36.6,5520314,FALSE
1400,80,0.7,1.39412E+12,47,47076781,TRUE
1400,52,1.6,1.39268E+12,47.4,25766605,TRUE
1400,40,0.6,3.72063E+11,21,5703569,TRUE
1400,75,7.7,2.611E+12,49.7,1366417754,TRUE
1400,79,1.7,2.82711E+12,30.6,66834405,TRUE
1400,71,4.5,1.69988E+12,46.2,144373535,TRUE
1400,53,7.7,2.611E+12,49.7,1366417754,FALSE
1400,52,2.9,1.991E+13,59.2,1397715000,TRUE
1400,64,7.5,2.14277E+13,36.6,328239523,TRUE
1400,55,2.9,1.991E+13,59.2,1397715000,TRUE
1400,74,0.6,3.72063E+11,21,5703569,TRUE
1400,83,3.7,1.83976E+12,65.1,212559417,TRUE
1400,65,1.6,1.39268E+12,47.4,25766605,TRUE
1400,97,7.5,2.14277E+13,36.6,328239523,TRUE
1400,65,7.5,2.14277E+13,36.6,328239523,TRUE
1400,75,0.4,7.03082E+11,28.8,8574832,TRUE
1400,44,7.5,2.14277E+13,36.6,328239523,TRUE
1400,55,2.5,3.76796E+11,43.1,108116615,FALSE
1400,53,2.9,1.991E+13,59.2,1397715000,TRUE
1400,64,7.7,2.611E+12,49.7,1366417754,TRUE
1400,80,0.4,7.03082E+11,28.8,8574832,TRUE
1400,44,1.1,2.71552E+12,60.7,67059887,FALSE
1400,79,3.6,1.25829E+12,55.1,126014024,TRUE
1400,45,2.9,1.991E+13,59.2,1397715000,TRUE
1400,65,1.7,2.82711E+12,30.6,66834405,FALSE
1400,81,7.5,2.14277E+13,36.6,328239523,FALSE
1400,40,7.5,2.14277E+13,36.6,328239523,TRUE
1400,58,2.9,1.991E+13,59.2,1397715000,TRUE
1400,74,7.7,2.611E+12,49.7,1366417754,TRUE
1400,68,2.9,1.991E+13,59.2,1397715000,TRUE
1400,56,0.4,2.029E+12,33.2,51709098,TRUE
1400,59,0.6,3.72063E+11,21,5703569,TRUE
1400,51,4.5,1.69988E+12,46.2,144373535,TRUE
1400,76,7.7,2.611E+12,49.7,1366417754,FALSE
1400,42,0.4,7.03082E+11,28.8,8574832,FALSE
1400,77,0.6,3.72063E+11,21,5703569,FALSE
1400,65,0.6,3.72063E+11,21,5703569,FALSE
1400,70,0.6,3.72063E+11,21,5703569,FALSE
1400,76,0.6,3.72063E+11,21,5703569,FALSE
1400,71,0.6,3.72063E+11,21,5703569,FALSE
1400,67,0.6,3.72063E+11,21,5703569,FALSE
1400,69,,,,,FALSE
1400,60,0.4,2.029E+12,33.2,51709098,FALSE
1400,72,1.9,1.73643E+12,24.5,36991981,TRUE
1400,69,,7184844193,,38964,FALSE
1400,97,1.7,2.82711E+12,30.6,66834405,TRUE
1400,,2.9,1.991E+13,59.2,1397715000,FALSE
1400,48,2.9,1.991E+13,59.2,1397715000,TRUE
1400,52,1.8,5.30833E+11,49.1,10285453,FALSE
1400,53,2.9,1.991E+13,59.2,1397715000,TRUE
1400,69,,,,,TRUE
1400,60,,,,,TRUE
1400,70,4.5,1.69988E+12,46.2,144373535,TRUE
1400,79,1.9,1.73643E+12,24.5,36991981,FALSE
1400,90,3.7,1.83976E+12,65.1,212559417,TRUE
1400,69,7.5,2.14277E+13,36.6,328239523,FALSE
1400,82,2.9,1.991E+13,59.2,1397715000,TRUE
1400,82,1.7,2.82711E+12,30.6,66834405,TRUE
1400,66,7.7,2.611E+12,49.7,1366417754,FALSE
1400,68,2.9,1.991E+13,59.2,1397715000,TRUE
1400,55,2.9,1.991E+13,59.2,1397715000,TRUE
1400,82,0.5,5.08177E+12,46.7,126226568,FALSE
1400,57,0.8,3.95099E+11,25.3,9053300,TRUE
1400,,0.5,5.08177E+12,46.7,126226568,FALSE
1400,59,7.9,1.53781E+11,45.2,44385155,TRUE
1400,49,0.7,5.4365E+11,29.5,69625582,FALSE
1400,57,1.6,1.39268E+12,47.4,25766605,FALSE
1400,58,2.9,1.991E+13,59.2,1397715000,TRUE
1400,60,2.9,1.991E+13,59.2,1397715000,TRUE
1400,56,7.5,2.14277E+13,36.6,328239523,TRUE
1400,38,1.8,5.30833E+11,49.1,10285453,FALSE
1400,50,2.9,1.991E+13,59.2,1397715000,TRUE
1400,57,2.9,1.991E+13,59.2,1397715000,TRUE
1400,65,7.7,2.611E+12,49.7,1366417754,TRUE
1400,93,3,1.11919E+12,30.1,270203917,TRUE
1400,35,7.5,2.14277E+13,36.6,328239523,TRUE
1400,66,4.5,1.69988E+12,46.2,144373535,TRUE
1400,79,7.7,2.611E+12,49.7,1366417754,TRUE
1400,50,4.5,1.69988E+12,46.2,144373535,TRUE
1400,61,3.7,1.83976E+12,65.1,212559417,FALSE
1400,85,7.5,2.14277E+13,36.6,328239523,TRUE
1400,61,4.5,1.69988E+12,46.2,144373535,TRUE
1400,58,4.5,1.69988E+12,46.2,144373535,TRUE
1400,97,0.5,5.08177E+12,46.7,126226568,TRUE
1400,48,7.5,2.14277E+13,36.6,328239523,TRUE
1400,46,1.8,5.30833E+11,49.1,10285453,FALSE
1400,52,7.7,2.611E+12,49.7,1366417754,FALSE
1400,57,7.7,2.611E+12,49.7,1366417754,FALSE
1400,95,7.5,2.14277E+13,36.6,328239523,FALSE
1400,60,2.9,1.991E+13,59.2,1397715000,TRUE
1400,58,2.9,1.991E+13,59.2,1397715000,TRUE
1400,68,2.9,1.991E+13,59.2,1397715000,TRUE
1400,76,2.9,1.991E+13,59.2,1397715000,FALSE
1400,26,2.9,1.991E+13,59.2,1397715000,FALSE
1400,84,0.4,7.03082E+11,28.8,8574832,TRUE
1400,37,3.7,1.83976E+12,65.1,212559417,FALSE
1400,80,7.5,2.14277E+13,36.6,328239523,TRUE
1400,68,2.9,1.991E+13,59.2,1397715000,TRUE
1400,53,2.9,1.991E+13,59.2,1397715000,TRUE
1400,43,2.9,1.991E+13,59.2,1397715000,TRUE
1400,59,2.9,1.991E+13,59.2,1397715000,TRUE
1400,58,2.9,1.991E+13,59.2,1397715000,TRUE
1400,63,2.9,1.991E+13,59.2,1397715000,TRUE
1400,52,2.9,1.991E+13,59.2,1397715000,FALSE
1400,60,2.9,1.991E+13,59.2,1397715000,TRUE
1400,62,2.9,1.991E+13,59.2,1397715000,TRUE
1400,57,2.9,1.991E+13,59.2,1397715000,TRUE
1400,60,2.9,1.991E+13,59.2,1397715000,TRUE
1400,62,2.9,1.991E+13,59.2,1397715000,TRUE
1400,65,0.6,3.72063E+11,21,5703569,TRUE
1400,57,2.9,1.991E+13,59.2,1397715000,TRUE
1400,63,4.5,1.69988E+12,46.2,144373535,TRUE
1300,53,7.5,2.14277E+13,36.6,328239523,TRUE
1300,85,3,1.11919E+12,30.1,270203917,TRUE
1300,64,7.7,2.611E+12,49.7,1366417754,TRUE
1300,76,7.7,2.611E+12,49.7,1366417754,FALSE
1300,72,0.7,5.4365E+11,29.5,69625582,TRUE
1300,55,4.5,1.69988E+12,46.2,144373535,TRUE
1300,64,0.8,3.95099E+11,25.3,9053300,TRUE
1300,41,7.7,2.611E+12,49.7,1366417754,TRUE
1300,83,3,1.11919E+12,30.1,270203917,TRUE
1300,60,1.7,2.82711E+12,30.6,66834405,TRUE
1300,70,7.7,2.611E+12,49.7,1366417754,TRUE
1300,90,0.2,1.18725E+11,45.8,36910560,FALSE
1300,66,7.7,2.611E+12,49.7,1366417754,FALSE
1300,70,7.7,2.611E+12,49.7,1366417754,FALSE
1300,50,7.5,2.14277E+13,36.6,328239523,TRUE
1300,71,2.9,1.991E+13,59.2,1397715000,TRUE
1300,40,7.5,2.14277E+13,36.6,328239523,TRUE
1300,58,2.9,1.991E+13,59.2,1397715000,TRUE
1300,76,,,,,TRUE
1300,62,2.9,1.991E+13,59.2,1397715000,TRUE
1300,50,2.9,1.991E+13,59.2,1397715000,TRUE
1300,64,,,,,TRUE
1300,52,7.5,2.14277E+13,36.6,328239523,TRUE
1300,77,0.7,1.39412E+12,47,47076781,TRUE
1300,76,53.5,4.49663E+11,106.3,44938712,TRUE
1300,54,2.9,1.991E+13,59.2,1397715000,TRUE
1300,60,7.7,2.611E+12,49.7,1366417754,TRUE
1300,86,15.2,7.54412E+11,42.3,83429615,TRUE
1300,52,0.6,2.00124E+12,59.1,60297396,FALSE
1300,55,0.6,2.00124E+12,59.1,60297396,FALSE
1300,59,2.9,1.991E+13,59.2,1397715000,TRUE
1300,67,7.5,2.14277E+13,36.6,328239523,TRUE
1300,74,0.5,5.08177E+12,46.7,126226568,TRUE
1300,72,0.5,5.08177E+12,46.7,126226568,TRUE
1300,45,1.9,1.73643E+12,24.5,36991981,TRUE
1300,87,7.5,2.14277E+13,36.6,328239523,TRUE
1300,45,0.6,2.00124E+12,59.1,60297396,FALSE
1300,65,7.5,2.14277E+13,36.6,328239523,TRUE
1300,59,2.9,1.991E+13,59.2,1397715000,TRUE
1300,36,1,2.68761E+11,36.6,5520314,FALSE
1300,70,2.9,1.991E+13,59.2,1397715000,TRUE
1300,,,,,,FALSE
1300,57,7.5,2.14277E+13,36.6,328239523,TRUE
1300,72,7.5,2.14277E+13,36.6,328239523,FALSE
1300,61,7.7,2.611E+12,49.7,1366417754,TRUE
1300,64,2.9,1.991E+13,59.2,1397715000,TRUE
1300,56,2.9,1.991E+13,59.2,1397715000,TRUE
1300,62,1.8,5.30833E+11,49.1,10285453,TRUE
1300,101,7.5,2.14277E+13,36.6,328239523,TRUE
1300,57,0.6,3.72063E+11,21,5703569,TRUE
1300,60,2.2,5.92164E+11,40.8,37970874,TRUE
1300,55,7.5,2.14277E+13,36.6,328239523,TRUE
1300,58,7.5,2.14277E+13,36.6,328239523,TRUE
1300,65,7.5,2.14277E+13,36.6,328239523,TRUE
1300,82,0.5,5.08177E+12,46.7,126226568,TRUE
1300,69,7.5,2.14277E+13,36.6,328239523,TRUE
1300,70,2.8,2.46489E+11,46.1,10669709,TRUE
1300,42,1.7,2.82711E+12,30.6,66834405,TRUE
1300,60,7.5,2.14277E+13,36.6,328239523,FALSE
1300,55,0.4,2.029E+12,33.2,51709098,TRUE
1300,73,7.5,2.14277E+13,36.6,328239523,TRUE
1300,73,2.9,1.991E+13,59.2,1397715000,TRUE
1300,61,2.9,1.991E+13,59.2,1397715000,TRUE
1300,58,2.9,1.991E+13,59.2,1397715000,TRUE
1300,46,2.9,1.991E+13,59.2,1397715000,TRUE
1300,71,2.9,1.991E+13,59.2,1397715000,TRUE
1300,68,3.7,1.83976E+12,65.1,212559417,FALSE
1300,45,2.9,1.991E+13,59.2,1397715000,TRUE
1300,58,2.9,1.991E+13,59.2,1397715000,TRUE
1300,66,3.7,1.83976E+12,65.1,212559417,FALSE
1300,61,9.2,3.03175E+11,44.4,100388073,TRUE
1300,,2.9,1.991E+13,59.2,1397715000,TRUE
1300,81,7.5,2.14277E+13,36.6,328239523,TRUE
1300,57,1.1,2.71552E+12,60.7,67059887,TRUE
1300,63,1.4,3.84563E+12,48.8,83132799,TRUE
1300,,,,,,FALSE
1300,58,0.4,7.03082E+11,28.8,8574832,TRUE
1300,60,7.5,2.14277E+13,36.6,328239523,TRUE
1300,67,7.5,2.14277E+13,36.6,328239523,TRUE
1300,59,2.8,2.61921E+11,37.6,96462106,TRUE
1300,80,0.5,5.08177E+12,46.7,126226568,TRUE
1300,55,7.5,2.14277E+13,36.6,328239523,TRUE
1300,,,,,,FALSE
1300,87,7.5,2.14277E+13,36.6,328239523,TRUE
1300,38,2.9,1.991E+13,59.2,1397715000,TRUE
1300,67,7.7,2.611E+12,49.7,1366417754,TRUE
1300,72,7.7,2.611E+12,49.7,1366417754,TRUE
1300,65,7.7,2.611E+12,49.7,1366417754,TRUE
1300,55,7.7,2.611E+12,49.7,1366417754,FALSE
1300,75,0.7,1.39412E+12,47,47076781,FALSE
1300,49,4.5,1.69988E+12,46.2,144373535,TRUE
1300,60,7.5,2.14277E+13,36.6,328239523,TRUE
1300,77,15.2,7.54412E+11,42.3,83429615,FALSE
1300,77,0.5,5.08177E+12,46.7,126226568,FALSE
1300,81,0.5,5.08177E+12,46.7,126226568,TRUE
1300,66,7.5,2.14277E+13,36.6,328239523,TRUE
1300,48,,,,,FALSE
1300,70,7.7,2.611E+12,49.7,1366417754,TRUE
1300,70,4.5,1.69988E+12,46.2,144373535,TRUE
1300,,,,,,FALSE
1300,50,1.6,1.39268E+12,47.4,25766605,TRUE
1300,56,2.9,1.991E+13,59.2,1397715000,TRUE
1300,54,7.5,2.14277E+13,36.6,328239523,FALSE
1300,59,7.5,2.14277E+13,36.6,328239523,FALSE
1300,63,7.5,2.14277E+13,36.6,328239523,FALSE
1300,64,4.5,1.69988E+12,46.2,144373535,TRUE
1300,69,4.5,1.69988E+12,46.2,144373535,TRUE
1300,66,1.4,3.84563E+12,48.8,83132799,TRUE
1300,44,1.4,3.84563E+12,48.8,83132799,FALSE
1300,77,1.6,1.39268E+12,47.4,25766605,TRUE
1300,89,0.7,5.4365E+11,29.5,69625582,TRUE
1300,63,2.9,1.991E+13,59.2,1397715000,TRUE
1300,54,2.9,1.991E+13,59.2,1397715000,TRUE
1300,55,2.9,1.991E+13,59.2,1397715000,TRUE
1300,47,2.9,1.991E+13,59.2,1397715000,TRUE
1300,83,,,,,TRUE
1300,50,2.9,1.991E+13,59.2,1397715000,TRUE
1300,74,2.9,1.991E+13,59.2,1397715000,TRUE
1300,57,2.9,1.991E+13,59.2,1397715000,TRUE
1300,60,2.9,1.991E+13,59.2,1397715000,TRUE
1300,53,2.9,1.991E+13,59.2,1397715000,TRUE
1300,54,2.9,1.991E+13,59.2,1397715000,TRUE
1300,52,2.9,1.991E+13,59.2,1397715000,TRUE
1300,56,,,,,TRUE
1300,49,7.9,1.53781E+11,45.2,44385155,TRUE
1300,,2.9,1.991E+13,59.2,1397715000,TRUE
1200,52,7.7,2.611E+12,49.7,1366417754,TRUE
1200,63,-0.7,1.83466E+11,11.3,2832067,FALSE
1200,70,3.7,1.83976E+12,65.1,212559417,TRUE
1200,60,0.4,7.03082E+11,28.8,8574832,FALSE
1200,50,7.5,2.14277E+13,36.6,328239523,TRUE
1200,41,7.5,2.14277E+13,36.6,328239523,TRUE
1200,66,15.2,7.54412E+11,42.3,83429615,TRUE
1200,55,0.8,3.95099E+11,25.3,9053300,FALSE
1200,57,1.9,1.73643E+12,24.5,36991981,FALSE
1200,62,1.9,1.73643E+12,24.5,36991981,FALSE
1200,59,2.9,1.991E+13,59.2,1397715000,TRUE
1200,86,7.5,2.14277E+13,36.6,328239523,TRUE
1200,46,1.4,3.84563E+12,48.8,83132799,FALSE
1200,36,1.4,3.84563E+12,48.8,83132799,FALSE
1200,39,1.4,3.84563E+12,48.8,83132799,FALSE
1200,78,0.7,3.64702E+11,38.7,32447385,TRUE
1200,63,2.9,1.991E+13,59.2,1397715000,TRUE
1200,54,2.9,1.991E+13,59.2,1397715000,TRUE
1200,54,0.4,2.029E+12,33.2,51709098,FALSE
1200,82,7.5,2.14277E+13,36.6,328239523,TRUE
1200,69,0.6,2.00124E+12,59.1,60297396,FALSE
1200,71,7.7,2.611E+12,49.7,1366417754,TRUE
1200,71,1.7,2.82711E+12,30.6,66834405,TRUE
1200,52,2.9,1.991E+13,59.2,1397715000,FALSE
1200,85,15.2,7.54412E+11,42.3,83429615,TRUE
1200,60,1.4,3.84563E+12,48.8,83132799,FALSE
1200,84,7.5,2.14277E+13,36.6,328239523,TRUE
1200,65,3.7,1.83976E+12,65.1,212559417,FALSE
1200,70,3.7,1.83976E+12,65.1,212559417,FALSE
1200,56,2.9,1.991E+13,59.2,1397715000,TRUE
1200,66,3.7,1.83976E+12,65.1,212559417,FALSE
1200,51,3.3,1.60967E+11,37.9,9769949,TRUE
1200,30,1.7,2.82711E+12,30.6,66834405,TRUE
1200,65,7.5,2.14277E+13,36.6,328239523,TRUE
1200,49,0.8,3.95099E+11,25.3,9053300,FALSE
1200,56,7.7,2.611E+12,49.7,1366417754,TRUE
1200,63,7.5,2.14277E+13,36.6,328239523,TRUE
1200,72,7.7,2.611E+12,49.7,1366417754,TRUE
1200,67,1.6,1.39268E+12,47.4,25766605,TRUE
1200,42,1.7,2.82711E+12,30.6,66834405,FALSE
1200,75,7.5,2.14277E+13,36.6,328239523,TRUE
1200,73,1.6,1.39268E+12,47.4,25766605,TRUE
1200,43,7.5,2.14277E+13,36.6,328239523,TRUE
1200,46,,,,,FALSE
1200,58,2.9,1.991E+13,59.2,1397715000,TRUE
1200,68,1.6,1.39268E+12,47.4,25766605,TRUE
1200,76,1.7,2.82711E+12,30.6,66834405,TRUE
1200,66,,,,,FALSE
1200,55,7.5,2.14277E+13,36.6,328239523,TRUE
1200,42,7.5,2.14277E+13,36.6,328239523,TRUE
1200,57,2.9,1.991E+13,59.2,1397715000,TRUE
1200,56,2.9,1.991E+13,59.2,1397715000,TRUE
1200,55,4.5,1.69988E+12,46.2,144373535,TRUE
1200,,1.4,3.84563E+12,48.8,83132799,FALSE
1200,,1.4,3.84563E+12,48.8,83132799,FALSE
1200,86,7.7,2.611E+12,49.7,1366417754,FALSE
1200,63,1.9,1.73643E+12,24.5,36991981,TRUE
1200,45,0.4,2.029E+12,33.2,51709098,TRUE
1200,53,2.9,1.991E+13,59.2,1397715000,TRUE
1200,59,2.9,1.991E+13,59.2,1397715000,TRUE
1200,43,2.9,1.991E+13,59.2,1397715000,TRUE
1200,59,2.9,1.991E+13,59.2,1397715000,TRUE
1200,59,2.9,1.991E+13,59.2,1397715000,TRUE
1200,60,,,,,TRUE
1200,68,7.5,2.14277E+13,36.6,328239523,TRUE
1200,63,7.5,2.14277E+13,36.6,328239523,FALSE
1200,73,7.5,2.14277E+13,36.6,328239523,FALSE
1200,71,7.5,2.14277E+13,36.6,328239523,FALSE
1200,68,7.5,2.14277E+13,36.6,328239523,FALSE
1200,99,7.7,2.611E+12,49.7,1366417754,FALSE
1200,60,2.9,1.991E+13,59.2,1397715000,TRUE
1200,60,7.5,2.14277E+13,36.6,328239523,FALSE
1200,57,3.3,1.60967E+11,37.9,9769949,TRUE
1200,66,7.5,2.14277E+13,36.6,328239523,TRUE
1200,85,7.5,2.14277E+13,36.6,328239523,TRUE
1200,82,,,,,TRUE
1200,68,3.7,1.83976E+12,65.1,212559417,FALSE
1200,50,7.5,2.14277E+13,36.6,328239523,TRUE
1200,65,,,,,FALSE
1200,56,1.4,3.84563E+12,48.8,83132799,FALSE
1200,48,7.5,2.14277E+13,36.6,328239523,TRUE
1200,58,4.5,1.69988E+12,46.2,144373535,TRUE
1200,82,3.7,1.83976E+12,65.1,212559417,TRUE
1200,43,1.8,5.30833E+11,49.1,10285453,TRUE
1200,57,7.5,2.14277E+13,36.6,328239523,TRUE
1200,82,3,1.11919E+12,30.1,270203917,FALSE
1200,90,7.5,2.14277E+13,36.6,328239523,TRUE
1200,57,2.9,1.991E+13,59.2,1397715000,TRUE
1200,76,7.5,2.14277E+13,36.6,328239523,TRUE
1200,59,0.4,7.03082E+11,28.8,8574832,TRUE
1200,,3.7,1.83976E+12,65.1,212559417,FALSE
1200,59,7.5,2.14277E+13,36.6,328239523,TRUE
1200,52,7.7,2.611E+12,49.7,1366417754,FALSE
1200,62,1.7,2.82711E+12,30.6,66834405,TRUE
1200,,1.9,1.73643E+12,24.5,36991981,FALSE
1200,78,-1.9,4.21142E+11,15.9,9770529,FALSE
1200,81,1.9,1.73643E+12,24.5,36991981,TRUE
1200,80,1.7,2.82711E+12,30.6,66834405,TRUE
1200,52,2.9,1.991E+13,59.2,1397715000,TRUE
1200,43,7.5,2.14277E+13,36.6,328239523,TRUE
1200,43,1.4,3.84563E+12,48.8,83132799,FALSE
1200,40,1.4,3.84563E+12,48.8,83132799,FALSE
1200,73,3,1.11919E+12,30.1,270203917,FALSE
1200,49,7.7,2.611E+12,49.7,1366417754,TRUE
1200,52,1.7,2.82711E+12,30.6,66834405,TRUE
1200,51,0.6,2.00124E+12,59.1,60297396,FALSE
1200,51,0.6,2.00124E+12,59.1,60297396,FALSE
1200,82,7.5,2.14277E+13,36.6,328239523,TRUE
1200,58,7.5,2.14277E+13,36.6,328239523,TRUE
1200,77,3,1.11919E+12,30.1,270203917,TRUE
1200,61,1.4,5.29607E+11,55.4,11484055,TRUE
1200,70,2.5,3.76796E+11,43.1,108116615,TRUE
1200,59,2.9,1.991E+13,59.2,1397715000,TRUE
1200,78,1.6,1.39268E+12,47.4,25766605,TRUE
1200,75,0.6,2.00124E+12,59.1,60297396,FALSE
1200,60,2.9,1.991E+13,59.2,1397715000,TRUE
1200,81,2.6,9.0907E+11,41.2,17332850,TRUE
1200,54,1.4,13672802158,22.6,2957731,TRUE
1200,63,0.6,2.00124E+12,59.1,60297396,TRUE
1200,65,0.7,5.4365E+11,29.5,69625582,TRUE
1200,57,,,,,TRUE
1200,,2.9,1.991E+13,59.2,1397715000,TRUE
1200,61,,,,,TRUE
1200,54,2.9,1.991E+13,59.2,1397715000,TRUE
1200,87,7.5,2.14277E+13,36.6,328239523,TRUE
1200,67,0.8,3.95099E+11,25.3,9053300,FALSE
1200,41,7.5,2.14277E+13,36.6,328239523,TRUE
1200,41,7.5,2.14277E+13,36.6,328239523,TRUE
1200,67,,,,,FALSE
1200,77,,,,,FALSE
1200,52,2.9,1.991E+13,59.2,1397715000,TRUE
1200,58,2.9,1.991E+13,59.2,1397715000,TRUE
1200,60,2.9,1.991E+13,59.2,1397715000,TRUE
1200,58,2.9,1.991E+13,59.2,1397715000,TRUE
1200,60,2.9,1.991E+13,59.2,1397715000,TRUE
1200,78,2.9,1.991E+13,59.2,1397715000,TRUE
1200,61,2.9,1.991E+13,59.2,1397715000,TRUE
1200,60,4.5,1.69988E+12,46.2,144373535,TRUE
1200,46,2.9,1.991E+13,59.2,1397715000,TRUE
1200,37,7.5,2.14277E+13,36.6,328239523,TRUE
1200,60,2.9,1.991E+13,59.2,1397715000,TRUE
1200,47,2.9,1.991E+13,59.2,1397715000,TRUE
1200,66,2.9,1.991E+13,59.2,1397715000,TRUE
1200,56,2.9,1.991E+13,59.2,1397715000,TRUE
1200,58,2.9,1.991E+13,59.2,1397715000,TRUE
1200,63,2.9,1.991E+13,59.2,1397715000,TRUE
1100,66,7.7,2.611E+12,49.7,1366417754,TRUE
1100,67,4.5,1.69988E+12,46.2,144373535,TRUE
1100,84,,,,,FALSE
1100,51,7.5,2.14277E+13,36.6,328239523,TRUE
1100,42,7.5,2.14277E+13,36.6,328239523,FALSE
1100,52,7.5,2.14277E+13,36.6,328239523,TRUE
1100,68,7.5,2.14277E+13,36.6,328239523,TRUE
1100,61,7.9,1.53781E+11,45.2,44385155,TRUE
1100,56,0.4,7.03082E+11,28.8,8574832,TRUE
1100,58,0.4,7.03082E+11,28.8,8574832,TRUE
1100,28,7.5,2.14277E+13,36.6,328239523,TRUE
1100,72,1.4,3.84563E+12,48.8,83132799,FALSE
1100,61,3,1.11919E+12,30.1,270203917,TRUE
1100,80,7.7,2.611E+12,49.7,1366417754,FALSE
1100,,2.9,1.991E+13,59.2,1397715000,TRUE
1100,60,2.9,1.991E+13,59.2,1397715000,TRUE
1100,82,0.6,2.00124E+12,59.1,60297396,FALSE
1100,45,0.6,2.00124E+12,59.1,60297396,FALSE
1100,40,2.9,1.991E+13,59.2,1397715000,TRUE
1100,61,2.9,1.991E+13,59.2,1397715000,TRUE
1100,55,2.9,1.991E+13,59.2,1397715000,TRUE
1100,47,2.9,1.991E+13,59.2,1397715000,TRUE
1100,73,,,,,TRUE
1100,55,2.9,1.991E+13,59.2,1397715000,TRUE
1100,58,2.9,1.991E+13,59.2,1397715000,TRUE
1100,,,,,,TRUE
1100,61,7.5,2.14277E+13,36.6,328239523,TRUE
1100,,0.7,1.39412E+12,47,47076781,FALSE
1100,72,2.9,1.991E+13,59.2,1397715000,TRUE
1100,87,0.8,3.95099E+11,25.3,9053300,TRUE
1100,65,1.7,2.82711E+12,30.6,66834405,TRUE
1100,88,0.7,1.39412E+12,47,47076781,TRUE
1100,63,3.7,1.83976E+12,65.1,212559417,FALSE
1100,53,3.7,1.83976E+12,65.1,212559417,FALSE
1100,56,0.3,24564647935,22.4,1198575,TRUE
1100,79,7.5,2.14277E+13,36.6,328239523,TRUE
1100,69,7.5,2.14277E+13,36.6,328239523,FALSE
1100,66,1.4,3.84563E+12,48.8,83132799,TRUE
1100,82,7.5,2.14277E+13,36.6,328239523,TRUE
1100,74,2.9,1.991E+13,59.2,1397715000,TRUE
1100,70,7.7,2.611E+12,49.7,1366417754,FALSE
1100,60,7.5,2.14277E+13,36.6,328239523,TRUE
1100,47,4.5,1.69988E+12,46.2,144373535,TRUE
1100,,1.7,2.82711E+12,30.6,66834405,TRUE
1100,,1.7,2.82711E+12,30.6,66834405,TRUE
1100,34,1.7,2.82711E+12,30.6,66834405,FALSE
1100,63,,7184844193,,38964,FALSE
1100,57,2.9,1.991E+13,59.2,1397715000,TRUE
1100,,1.4,3.84563E+12,48.8,83132799,FALSE
1100,,1.4,3.84563E+12,48.8,83132799,FALSE
1100,78,7.5,2.14277E+13,36.6,328239523,TRUE
1100,52,2.9,1.991E+13,59.2,1397715000,TRUE
1100,61,2.9,1.991E+13,59.2,1397715000,TRUE
1100,76,0.5,5.08177E+12,46.7,126226568,FALSE
1100,74,0.5,5.08177E+12,46.7,126226568,FALSE
1100,71,0.7,5.4365E+11,29.5,69625582,TRUE
1100,36,7.7,2.611E+12,49.7,1366417754,TRUE
1100,57,1.7,2.82711E+12,30.6,66834405,FALSE
1100,53,1.7,2.82711E+12,30.6,66834405,FALSE
1100,59,1.4,5.29607E+11,55.4,11484055,FALSE
1100,66,0.5,5.08177E+12,46.7,126226568,TRUE
1100,51,7.7,2.611E+12,49.7,1366417754,FALSE
1100,88,15.2,7.54412E+11,42.3,83429615,TRUE
1100,60,2.9,1.991E+13,59.2,1397715000,TRUE
1100,58,0.4,7.03082E+11,28.8,8574832,TRUE
1100,64,0.4,2.029E+12,33.2,51709098,FALSE
1100,62,4.5,1.69988E+12,46.2,144373535,TRUE
1100,74,7.7,2.611E+12,49.7,1366417754,TRUE
1100,73,7.7,2.611E+12,49.7,1366417754,FALSE
1100,78,0.7,1.39412E+12,47,47076781,TRUE
1100,82,0.4,2.029E+12,33.2,51709098,TRUE
1100,62,7.5,2.14277E+13,36.6,328239523,FALSE
1100,87,7.5,2.14277E+13,36.6,328239523,FALSE
1100,61,7.5,2.14277E+13,36.6,328239523,FALSE
1100,47,2.9,1.991E+13,59.2,1397715000,TRUE
1100,49,2.9,1.991E+13,59.2,1397715000,TRUE
1100,68,7.5,2.14277E+13,36.6,328239523,FALSE
1100,52,2.9,1.991E+13,59.2,1397715000,TRUE
1100,60,2.9,1.991E+13,59.2,1397715000,TRUE
1100,46,0.5,5.08177E+12,46.7,126226568,TRUE
1100,68,7.7,2.611E+12,49.7,1366417754,FALSE
1100,68,7.7,2.611E+12,49.7,1366417754,FALSE
1100,70,7.7,2.611E+12,49.7,1366417754,FALSE
1100,56,4.5,1.69988E+12,46.2,144373535,TRUE
1100,81,0.6,3.72063E+11,21,5703569,FALSE
1100,54,3.8,2.50077E+11,20,19356544,TRUE
1100,69,0.6,2.00124E+12,59.1,60297396,TRUE
1100,50,7.5,2.14277E+13,36.6,328239523,TRUE
1100,62,7.7,2.611E+12,49.7,1366417754,FALSE
1100,60,2.9,1.991E+13,59.2,1397715000,TRUE
1100,58,2.9,1.991E+13,59.2,1397715000,TRUE
