finalWorth,age,cpi_change_country,gdp_country,total_tax_rate_country,population_country,selfMade
1100,76,0.7,1.39412E+12,47,47076781,FALSE
1100,50,7.5,2.14277E+13,36.6,328239523,TRUE
1100,42,7.5,2.14277E+13,36.6,328239523,TRUE
1100,53,7.7,2.611E+12,49.7,1366417754,FALSE
1100,58,7.5,2.14277E+13,36.6,328239523,TRUE
1100,67,1.7,2.82711E+12,30.6,66834405,TRUE
1100,79,7.5,2.14277E+13,36.6,328239523,TRUE
1100,41,7.5,2.14277E+13,36.6,328239523,FALSE
1100,73,1.6,1.39268E+12,47.4,25766605,TRUE
1100,49,2.9,1.991E+13,59.2,1397715000,TRUE
1100,59,2.9,1.991E+13,59.2,1397715000,TRUE
1100,61,7.5,2.14277E+13,36.6,328239523,TRUE
1100,45,0.6,3.72063E+11,21,5703569,TRUE
1100,52,0.7,3.64702E+11,38.7,32447385,TRUE
1100,77,2.9,1.991E+13,59.2,1397715000,TRUE
1100,51,0.7,5.4365E+11,29.5,69625582,FALSE
1100,76,,,,,TRUE
1100,58,2.9,1.991E+13,59.2,1397715000,TRUE
1100,59,0.8,3.95099E+11,25.3,9053300,TRUE
1100,71,1.4,3.84563E+12,48.8,83132799,FALSE
1100,82,2.9,1.991E+13,59.2,1397715000,TRUE
1100,35,2.9,1.991E+13,59.2,1397715000,FALSE
1100,46,1.8,5.30833E+11,49.1,10285453,TRUE
1100,73,,,,,TRUE
1100,47,7.5,2.14277E+13,36.6,328239523,TRUE
1100,81,1.4,3.84563E+12,48.8,83132799,TRUE
1100,53,2.9,1.991E+13,59.2,1397715000,TRUE
1100,82,,,,,TRUE
1100,54,2.9,1.991E+13,59.2,1397715000,TRUE
1100,68,2.9,1.991E+13,59.2,1397715000,TRUE
1100,61,2.9,1.991E+13,59.2,1397715000,TRUE
1100,72,2.9,1.991E+13,59.2,1397715000,TRUE
1100,83,0.6,3.72063E+11,21,5703569,TRUE
1100,68,2.9,1.991E+13,59.2,1397715000,TRUE
1100,53,2.9,1.991E+13,59.2,1397715000,TRUE
1100,81,,,,,TRUE
1100,51,2.9,1.991E+13,59.2,1397715000,TRUE
1100,40,2.9,1.991E+13,59.2,1397715000,FALSE
1100,58,2.9,1.991E+13,59.2,1397715000,TRUE
1100,51,2.9,1.991E+13,59.2,1397715000,TRUE
1100,48,2.9,1.991E+13,59.2,1397715000,TRUE
1100,50,2.9,1.991E+13,59.2,1397715000,TRUE
1100,49,2.9,1.991E+13,59.2,1397715000,TRUE
1100,57,,,,,FALSE
1000,68,7.7,2.611E+12,49.7,1366417754,FALSE
1000,44,1.7,2.82711E+12,30.6,66834405,TRUE
1000,76,0.5,5.08177E+12,46.7,126226568,TRUE
1000,44,1.4,3.84563E+12,48.8,83132799,FALSE
1000,43,1.4,3.84563E+12,48.8,83132799,FALSE
1000,40,1.4,3.84563E+12,48.8,83132799,FALSE
1000,33,1.4,3.84563E+12,48.8,83132799,FALSE
1000,98,2.1,2.26848E+11,36.8,32510453,FALSE
1000,76,7.5,2.14277E+13,36.6,328239523,TRUE
1000,70,0.5,5.08177E+12,46.7,126226568,FALSE
1000,75,1.1,2.71552E+12,60.7,67059887,TRUE
1000,,,,,,FALSE
1000,64,2.9,1.991E+13,59.2,1397715000,TRUE
1000,45,2.9,1.991E+13,59.2,1397715000,TRUE
1000,59,2.9,1.991E+13,59.2,1397715000,TRUE
1000,49,7.5,2.14277E+13,36.6,328239523,TRUE
1000,55,2.9,1.991E+13,59.2,1397715000,TRUE
1000,65,,,,,TRUE
1000,72,7.7,2.611E+12,49.7,1366417754,TRUE
1000,57,,7184844193,,38964,TRUE
1000,64,,,,,TRUE
1000,67,15.2,7.54412E+11,42.3,83429615,TRUE
1000,56,7.5,2.14277E+13,36.6,328239523,TRUE
1000,63,,7184844193,,38964,TRUE
1000,50,2.9,1.991E+13,59.2,1397715000,TRUE
1000,58,2.9,1.991E+13,59.2,1397715000,TRUE
1000,68,0.8,3.48078E+11,23.8,5818553,FALSE
1000,66,7.5,2.14277E+13,36.6,328239523,FALSE
1000,56,2.9,1.991E+13,59.2,1397715000,TRUE
1000,60,2.9,1.991E+13,59.2,1397715000,TRUE
1000,79,1.8,5.30833E+11,49.1,10285453,TRUE
1000,52,,7184844193,,38964,FALSE
1000,56,,7184844193,,38964,FALSE
1000,55,2.9,1.991E+13,59.2,1397715000,TRUE
1000,66,2.9,1.991E+13,59.2,1397715000,TRUE
1000,79,3,1.11919E+12,30.1,270203917,FALSE
1000,46,2.9,1.991E+13,59.2,1397715000,TRUE
1000,70,0.4,2.029E+12,33.2,51709098,FALSE
1000,59,2.9,1.991E+13,59.2,1397715000,TRUE
1000,45,0.6,2.00124E+12,59.1,60297396,TRUE
1000,68,1.4,3.84563E+12,48.8,83132799,TRUE
1000,70,7.7,2.611E+12,49.7,1366417754,TRUE
1000,38,7.5,2.14277E+13,36.6,328239523,TRUE
1000,56,2.2,4.03336E+11,36.2,5347896,FALSE
1000,93,0.8,3.95099E+11,25.3,9053300,TRUE
1000,75,7.7,2.611E+12,49.7,1366417754,TRUE
1000,53,3.7,1.83976E+12,65.1,212559417,TRUE
1000,79,7.5,2.14277E+13,36.6,328239523,TRUE
1000,53,7.5,2.14277E+13,36.6,328239523,TRUE
1000,68,0.6,3.72063E+11,21,5703569,TRUE
1000,48,0.4,2.029E+12,33.2,51709098,TRUE
1000,60,7.9,1.53781E+11,45.2,44385155,TRUE
1000,55,2.9,1.991E+13,59.2,1397715000,TRUE
1000,74,0.4,2.029E+12,33.2,51709098,FALSE
1000,78,0.6,3.72063E+11,21,5703569,TRUE
1000,82,7.5,2.14277E+13,36.6,328239523,TRUE
1000,57,4.5,1.69988E+12,46.2,144373535,TRUE
1000,73,4.1,3.51432E+11,29.2,58558270,TRUE
1000,45,2.9,1.991E+13,59.2,1397715000,TRUE
1000,69,2.9,1.991E+13,59.2,1397715000,TRUE
1000,74,0.6,3.72063E+11,21,5703569,TRUE
1000,59,2.9,1.991E+13,59.2,1397715000,TRUE
1000,52,2.9,1.991E+13,59.2,1397715000,TRUE
1000,36,7.5,2.14277E+13,36.6,328239523,TRUE
1000,,1.4,3.84563E+12,48.8,83132799,FALSE
1000,56,1.4,3.84563E+12,48.8,83132799,FALSE
1000,51,4.5,1.69988E+12,46.2,144373535,TRUE
1000,78,0.6,2.00124E+12,59.1,60297396,TRUE
1000,77,,,,,FALSE
1000,53,7.5,2.14277E+13,36.6,328239523,TRUE
1000,,1.9,1.73643E+12,24.5,36991981,TRUE
1000,74,,,,,FALSE
1000,76,7.5,2.14277E+13,36.6,328239523,TRUE
1000,69,3,1.11919E+12,30.1,270203917,TRUE
1000,68,7.5,2.14277E+13,36.6,328239523,TRUE
1000,73,7.5,2.14277E+13,36.6,328239523,TRUE
1000,60,2.2,4.03336E+11,36.2,5347896,TRUE
1000,53,4.5,1.69988E+12,46.2,144373535,TRUE
1000,51,4.5,1.69988E+12,46.2,144373535,TRUE
1000,70,3,1.11919E+12,30.1,270203917,FALSE
1000,59,3,1.11919E+12,30.1,270203917,FALSE
1000,77,7.5,2.14277E+13,36.6,328239523,TRUE
1000,82,0.5,5.08177E+12,46.7,126226568,TRUE
1000,75,15.2,7.54412E+11,42.3,83429615,TRUE
1000,70,0.5,5.08177E+12,46.7,126226568,TRUE
1000,54,2.9,1.991E+13,59.2,1397715000,TRUE
1000,53,2.9,1.991E+13,59.2,1397715000,TRUE
1000,77,,,,,TRUE
1000,72,1.9,1.73643E+12,24.5,36991981,TRUE
1000,60,2.9,1.991E+13,59.2,1397715000,TRUE
1000,51,,7184844193,,38964,TRUE
1000,35,,,,,FALSE
1000,54,2.9,1.991E+13,59.2,1397715000,TRUE
1000,59,2.9,1.991E+13,59.2,1397715000,TRUE
1000,53,2.9,1.991E+13,59.2,1397715000,TRUE
1000,63,2.9,1.991E+13,59.2,1397715000,TRUE
1000,51,2.9,1.991E+13,59.2,1397715000,TRUE
1000,80,7.5,2.14277E+13,36.6,328239523,FALSE
1000,60,2.9,1.991E+13,59.2,1397715000,TRUE
1000,71,2.9,1.991E+13,59.2,1397715000,TRUE
1000,66,2.5,3.76796E+11,43.1,108116615,FALSE
